gender,birth,marriage,religion,income,code_job,code_region
1,1959,1,2,,611,6
2,1966,1,2,672,253,6
2,1995,5,2,259,253,6
1,2002,0,2,,,6
2,1929,2,1,,,1
1,1950,1,1,,873,1
2,1955,1,1,,,1
1,1978,5,1,281,922,1
2,1954,2,1,,611,6
1,1931,2,2,,611,6
1,1944,1,1,,613,6
2,1954,1,1,,,6
1,1969,3,1,,,6
2,2010,0,1,,,6
1,2011,0,1,,,6
2,1944,2,2,,611,6
1,1945,1,1,,,6
2,1947,1,1,,,6
2,1934,2,2,,611,6
1,1935,1,1,,611,6
2,1939,1,1,,611,6
1,1961,1,2,,875,6
2,1962,1,2,,,6
1,2008,0,2,,,6
2,1986,1,2,,422,2
1,1984,1,2,303,772,2
1,2012,0,2,,,2
1,1957,1,1,312,782,6
2,1959,1,1,131,441,6
2,2001,0,1,,,6
1,1953,3,2,203,236,6
1,1977,1,2,525,312,2
2,1965,1,2,150,953,2
1,1971,1,1,253,753,6
2,1975,1,1,220,952,6
2,1999,5,1,,,6
2,2001,0,1,,,6
2,2004,0,1,,,6
1,1964,1,1,,521,6
2,1964,1,1,,521,6
2,1993,5,1,,,6
1,1994,5,1,,,6
1,1970,1,2,,792,6
2,1972,1,2,124,521,6
1,2002,0,2,,,6
1,2004,0,2,,,6
1,1975,1,1,590,1001,1
2,1978,1,2,280,521,1
2,1975,3,1,225,247,6
1,2000,5,2,,,6
2,2002,0,2,,,6
2,1940,2,1,,,6
2,1971,3,1,168,247,6
2,2004,0,1,,,6
2,1934,2,2,,,6
1,1938,1,2,27,999,6
2,1940,1,2,27,952,6
1,1976,1,2,311,862,6
2,1979,1,1,,521,6
2,2001,0,2,,,6
2,2004,0,2,,,6
1,2005,0,2,,,6
1,1980,1,2,442,1002,6
2,1982,1,2,,,6
2,2007,0,2,,,6
1,1981,1,2,467,1002,6
2,1979,1,2,148,246,6
2,2005,0,2,,,6
2,2007,0,2,,,6
2,2010,0,2,,,6
1,1974,1,1,569,1001,6
2,1976,1,1,247,247,6
2,2003,0,1,,,6
2,2012,0,1,,,6
1,1983,1,2,445,1002,6
2,1986,1,2,,139,6
1,2005,0,2,,,6
2,2012,0,2,,,6
1,2013,0,2,,,6
1,1974,1,2,692,311,3
2,1974,1,2,240,259,3
1,2001,0,2,,,3
2,2005,0,2,,,3
1,1982,1,2,417,1002,6
2,1982,1,1,75,399,6
2,2004,0,2,,,6
2,2006,0,2,,,6
1,1978,1,2,250,999,3
2,1978,1,2,,,3
1,2006,0,2,,,3
2,2010,0,2,,,3
1,1980,1,2,403,1002,5
2,1981,1,2,,,5
1,2008,0,2,,,5
2,2012,0,2,,,5
1,1971,1,1,542,1002,2
2,1978,1,1,,,2
1,2007,0,1,,,2
1,2009,0,1,,,2
1,2011,0,1,,,2
1,2014,0,1,,,2
1,1970,1,1,675,1001,6
2,1975,1,1,350,286,6
2,2010,0,1,,,6
1,1980,1,2,333,1002,6
2,1980,1,2,30,930,6
1,2002,0,2,,,6
2,2003,0,2,,,6
1,1954,1,2,,611,6
2,1962,1,1,,611,6
1,1984,5,2,,,1
1,1958,1,2,339,761,6
2,1960,1,2,100,941,6
1,1938,1,2,,611,6
2,1939,1,2,,611,6
1,1952,1,1,,,6
2,1954,1,1,,,6
1,1982,1,2,283,274,6
2,1981,1,2,133,532,6
1,2008,0,2,,,6
2,2012,0,2,,,6
1,1956,1,2,,,2
2,1959,1,2,113,421,2
2,1992,5,2,,,2
1,1943,1,1,,611,6
2,1946,1,1,,611,6
2,1948,2,1,131,941,6
1,2004,0,2,,,6
1,1955,1,2,,422,6
2,1956,1,2,65,941,6
1,1947,1,1,,611,6
2,1957,1,1,,951,6
2,1944,2,1,,,2
2,1941,2,2,,,6
1,1947,1,2,,611,6
2,1956,1,2,,,6
1,2003,0,2,,,6
2,2004,0,2,,,6
1,1974,3,2,239,941,6
2,1942,2,2,,611,6
2,1932,2,1,27,941,6
1,1967,1,2,310,751,6
2,1968,1,2,232,930,6
1,1995,5,2,,,6
2,1992,5,2,217,312,1
1,1944,1,1,,,6
2,1948,1,1,,,6
1,1937,1,2,,611,6
2,1938,1,2,,611,6
2,1926,2,1,,,6
1,1954,1,2,,611,6
2,1957,1,1,,611,6
1,1945,1,1,83,942,6
2,1950,1,1,,611,6
1,1972,3,1,418,783,6
2,2007,0,1,,,6
1,2010,0,1,,,6
1,1999,5,2,,,6
2,2001,0,2,,,6
2,1934,2,2,,,6
1,1964,5,2,,611,6
2,1936,2,2,,611,6
2,1952,3,1,181,612,6
2,2000,5,2,,,6
1,1963,1,1,185,930,6
2,1970,1,1,,521,6
1,1993,5,1,,,6
2,1996,5,1,,,6
1,1947,1,2,,,6
2,1956,1,2,,,6
2,1922,2,2,,,6
2,1942,3,1,,,6
1,1954,1,1,188,313,6
2,1957,1,1,,,6
1,1991,5,1,130,442,6
2,1985,1,1,333,243,2
2,1982,1,1,,,1
1,1983,1,2,,521,1
1,2015,0,2,,,1
1,1964,1,2,,873,6
2,1967,1,1,276,247,6
1,1999,5,2,,,6
2,2002,0,2,,,6
1,1962,1,1,753,252,6
2,1963,1,1,780,252,6
1,1993,5,2,,,6
2,1990,5,2,317,252,1
1,1946,1,1,,873,6
2,1943,1,1,,611,6
2,1940,2,2,27,429,6
1,1942,1,2,,,6
2,1944,1,1,,,6
1,1979,1,2,,783,6
2,1980,1,2,356,243,6
1,2008,0,2,,,6
2,2010,0,2,,,6
2,1939,2,1,,,6
1,1998,5,2,,,6
2,2000,5,2,,,6
1,1970,3,2,329,753,6
1,1932,2,2,,,6
1,1939,1,2,,611,6
2,1944,1,2,20,941,6
2,1939,2,1,,,6
2,1949,2,1,27,941,6
2,1940,2,1,,,6
1,1938,1,2,,611,6
2,1938,1,2,,611,6
2,1946,2,1,,930,6
1,1964,1,1,618,311,6
2,1968,1,1,756,320,6
2,2002,0,1,,,6
2,2004,0,1,,,6
1,1957,1,1,152,421,6
2,1958,1,1,182,421,6
1,1989,1,2,188,314,6
2,1992,1,2,166,521,6
1,1973,1,1,554,311,6
2,1975,1,1,185,314,6
2,1998,5,1,,,6
1,1999,5,1,,,6
1,1974,1,1,258,313,6
2,1990,1,1,,,6
1,2016,0,1,,,6
2,2018,0,1,,,6
1,1968,1,2,208,761,6
2,1972,1,1,224,521,6
1,2004,0,1,,,6
1,2006,0,1,,,6
2,1949,3,1,35,952,6
1,1997,5,2,,,6
2,1932,2,1,,,6
1,1967,1,2,252,782,6
2,1964,1,2,,,6
1,1932,1,1,,611,6
2,1933,1,1,,,6
1,1939,1,1,,,6
2,1947,1,1,,,6
1,1967,5,1,,762,6
1,1962,1,2,,910,6
2,1967,1,2,160,930,6
2,1994,5,2,201,442,6
1,1997,5,2,,,6
2,1995,5,2,181,283,3
2,1946,2,2,,,6
1,1933,1,2,,611,6
2,1937,1,2,,611,6
2,1946,2,2,,999,6
1,1957,1,1,,783,6
2,1968,1,1,150,941,6
1,1993,5,1,192,841,6
1,1952,1,2,,611,6
2,1953,1,2,,611,6
2,1931,2,2,27,941,6
1,1934,1,2,,611,6
2,1934,1,2,,611,6
2,1931,2,2,,,6
2,1930,2,1,,941,6
1,1934,2,2,,,6
1,1933,2,2,,,6
2,1936,2,2,,,6
2,1935,2,2,27,941,6
1,1930,2,2,,,6
1,1952,1,2,,,6
2,1958,1,2,,441,6
1,1982,1,2,212,922,6
2,1986,1,2,,,6
2,2011,0,2,,,6
2,2013,0,2,,,6
1,2017,0,2,,,6
2,1951,2,1,27,941,6
1,1958,1,2,,,2
2,1959,1,2,176,952,2
2,1978,3,2,205,855,2
2,2010,0,2,,,2
1,2014,0,2,,,2
1,1950,1,2,,611,6
2,1957,1,2,206,941,6
1,1989,5,2,218,910,6
1,1952,5,1,170,991,6
1,1992,5,2,267,225,1
1,1962,1,2,130,991,6
2,1962,1,2,,441,6
2,1992,5,2,207,243,6
1,1940,1,2,,611,6
2,1950,1,2,,611,6
1,1919,1,1,,,6
2,1927,1,1,,,6
1,1943,1,1,,521,6
2,1948,1,1,136,710,6
1,1976,5,1,,,6
2,1942,2,1,,,6
2,1928,2,1,27,999,6
2,1955,5,2,,521,6
2,1937,2,2,87,930,6
1,1971,6,2,,,6
2,1935,2,2,27,941,6
1,1957,3,2,82,422,6
2,1987,5,2,85,999,6
1,1931,2,1,,,6
2,1935,2,1,,,6
1,1970,3,1,269,930,6
2,1980,3,2,,,6
1,2005,0,2,,,6
2,2007,0,2,,,6
1,1975,1,2,,152,6
2,1975,1,2,229,313,6
1,2003,0,2,,,6
2,1969,3,2,599,311,2
1,1997,5,2,,,2
1,1999,5,2,,,2
1,1961,1,2,275,139,6
2,1965,1,2,,,6
1,1994,5,2,209,799,6
2,1991,1,2,203,1002,2
2,1942,2,1,,,6
2,1919,2,1,,,6
1,1960,1,2,190,942,6
2,1962,1,1,150,941,6
1,1995,5,2,,,6
1,1977,1,1,319,411,6
2,1978,1,1,,,6
1,2017,0,1,,,6
2,1952,2,1,166,421,6
1,1965,1,2,226,743,6
2,1969,1,2,191,399,6
1,1993,5,2,326,312,6
1,1995,5,2,316,312,6
1,1943,1,1,,611,6
2,1950,1,1,178,930,6
1,1948,1,2,,791,6
2,1950,1,2,,611,6
2,1976,1,1,,,6
1,1976,1,1,449,312,6
1,2006,0,1,,,6
1,2010,0,1,,,6
1,1978,1,1,455,312,6
2,1980,1,1,228,431,6
2,2015,0,1,,,6
1,1941,1,2,,,6
2,1943,1,1,,,6
1,1949,1,2,,521,6
2,1955,1,2,,521,6
1,1981,1,2,300,399,2
2,1982,1,2,300,399,2
2,2017,0,2,,,2
1,1962,1,2,,875,6
2,1968,1,1,,,6
1,2000,5,1,,,6
1,1969,1,1,425,149,6
2,1968,1,1,150,441,6
1,2000,5,2,,,6
1,2002,0,2,,,6
1,1973,5,2,289,921,6
1,1970,1,1,,921,6
2,1970,1,1,,,6
2,1998,5,1,,,6
1,2001,0,1,,,6
1,2006,0,1,,,6
1,1963,1,1,,910,6
2,1967,1,1,271,441,6
1,1986,5,1,,,6
2,1989,5,1,,,6
2,1940,2,1,,,5
2,1964,1,1,,,5
1,1964,1,1,,248,5
2,1995,5,1,,,5
1,1971,1,2,,941,6
2,1978,1,2,,,6
1,2004,0,2,,,6
1,2005,0,2,,,6
1,2016,0,2,,,6
1,1973,1,2,,521,6
2,1976,1,2,,313,6
1,2001,0,2,,,6
1,2007,0,2,,,6
1,1934,2,2,,,6
1,1969,5,2,,,6
1,1966,1,2,,910,6
2,1962,1,1,208,992,6
1,1988,5,2,833,510,6
2,1991,5,2,,,6
1,1945,1,2,27,941,6
2,1949,1,2,,,6
2,1941,2,2,,,6
1,1968,1,2,,782,6
2,1968,1,2,150,521,6
2,1994,5,2,200,285,6
1,1973,1,2,,286,6
2,1979,1,2,,,6
2,1999,5,2,95,930,6
2,2004,0,2,,,6
1,2006,0,2,,,6
1,1955,1,2,,611,6
2,1959,1,1,,611,6
1,1995,5,1,,,6
1,1981,1,2,503,411,2
2,1981,1,2,180,399,2
2,2012,0,2,,,2
2,2016,0,2,,,2
1,1973,1,1,263,921,6
2,1980,1,1,,,6
2,2005,0,1,,,6
1,2011,0,1,,,6
1,1976,1,1,500,811,6
2,1979,1,1,,,6
2,2012,0,1,,,6
1,1957,1,1,200,274,6
2,1962,1,1,230,442,6
1,1986,5,2,321,247,1
1,1966,3,1,,,6
1,2001,0,1,,930,6
1,2007,0,2,,,6
2,1977,1,1,310,992,6
2,2001,0,2,,,6
1,1964,1,1,392,992,6
1,2009,0,2,,,6
1,1969,1,2,684,311,6
2,1973,1,2,554,311,6
1,2001,0,2,,,6
1,1935,1,1,,,6
2,1938,1,1,,,6
1,1967,1,2,,841,6
2,1971,1,2,,841,6
2,1993,5,2,241,247,6
1,1995,5,2,150,841,6
1,2006,0,2,,,6
2,1968,3,1,148,313,6
2,1994,5,1,210,312,6
2,1943,2,2,,,6
1,1950,1,1,209,930,6
2,1953,1,1,,,6
2,1959,3,1,65,421,6
1,1940,1,2,,,6
2,1941,1,2,27,999,6
1,1997,5,2,,,6
2,1960,3,1,150,710,6
1,1990,5,2,292,312,6
1,1969,1,1,395,152,5
2,1971,1,1,,442,5
1,1999,5,1,,,5
2,2003,0,1,,,5
1,1971,1,1,,772,6
2,1972,1,2,,,6
2,1995,5,2,180,312,6
1,1980,1,1,325,854,6
2,1980,1,1,209,313,6
2,1987,5,2,239,812,6
1,1990,5,2,356,874,6
1,1946,1,2,,429,6
2,1949,1,2,,,6
1,1978,1,2,308,910,6
2,1978,1,2,,,6
1,2004,0,2,,,6
2,2007,0,2,,,6
2,1959,3,1,,,6
2,1938,2,1,,,6
1,1965,3,2,,873,6
2,1968,3,2,100,521,6
2,1993,5,2,,,6
2,1997,5,2,,,6
2,1951,2,1,,,6
1,1940,2,2,67,941,6
1,1968,5,2,210,941,6
1,1939,1,1,,,6
2,1944,1,1,,,6
1,1978,1,1,282,248,2
2,1979,1,1,,,2
1,2012,0,1,,,2
1,2013,0,1,,,2
2,2017,0,1,,,2
1,1961,1,1,1200,141,6
2,1967,1,1,,,6
1,1991,1,1,150,312,6
1,2004,0,1,,,6
1,1991,1,2,250,231,2
1,2017,0,2,,,2
2,1991,1,2,,,2
2,1934,5,2,,,6
1,1946,1,2,,,6
2,1950,1,2,,,6
1,1979,1,2,550,510,1
2,1981,1,2,,313,1
1,2012,0,2,,,1
1,2014,0,2,,,1
1,1936,1,1,,,2
2,1935,1,1,,,2
2,1961,5,1,208,271,2
1,1962,1,1,237,942,6
2,1968,1,1,,,6
1,1966,3,2,,611,6
2,1934,2,2,,,6
2,1971,3,2,207,441,6
2,1994,5,2,225,237,6
1,1997,5,2,191,864,5
1,1965,1,2,220,942,6
2,1966,1,2,168,521,6
1,1992,5,2,,,6
1,1937,1,2,,,6
2,1943,1,1,,,6
1,1960,1,2,,611,6
2,1962,1,2,,,6
2,1987,5,2,263,313,6
2,1990,5,2,250,211,6
1,1960,4,1,440,141,6
2,1995,5,2,,,6
2,1997,5,2,,,6
2,1931,2,1,,,6
2,1972,4,1,320,510,6
1,1956,3,1,,,6
1,1988,1,1,211,392,6
2,1989,1,1,258,244,6
1,2018,0,1,,,6
1,1959,1,2,,274,6
2,1962,1,1,194,421,6
2,1940,2,1,,,2
2,1935,5,1,,,2
2,1931,2,1,,,6
1,1934,2,2,,,6
2,1953,2,2,,,6
1,1995,5,2,,399,6
2,1999,5,2,,,6
1,1955,1,1,,730,6
2,1962,1,1,,,6
1,1976,1,1,370,761,6
2,1979,1,1,150,930,6
1,2012,0,1,,,6
1,1945,1,2,,611,6
2,1955,1,1,180,941,6
1,1935,1,2,,,6
2,1937,1,1,,,6
1,1935,2,2,,,6
1,1944,1,2,70,942,6
2,1945,1,2,,,6
2,1934,2,1,,,6
2,1934,2,1,,,6
1,1956,3,2,,,6
2,1931,2,1,,,6
2,1936,1,1,,611,6
1,1940,1,2,,611,6
2,1942,1,2,,611,6
1,1957,1,2,,611,6
2,1957,1,2,,611,6
1,1966,2,2,,873,6
1,2002,0,2,,,6
1,2003,0,2,,,6
2,1943,2,1,,611,6
1,1955,1,2,,611,6
2,1958,1,2,,611,6
1,1987,5,2,,,6
1,1944,1,2,,,6
2,1950,1,2,,611,6
1,1979,5,2,,611,6
1,1998,5,1,,,7
1,1968,1,2,346,312,7
2,1973,1,2,,442,7
1,2002,0,2,,,7
2,1936,2,2,,611,6
2,1935,2,1,,611,6
1,1969,5,1,138,922,6
1,1942,1,2,157,941,6
2,1944,1,2,,991,6
1,1938,1,2,,611,6
2,1938,1,2,,611,6
1,1974,3,2,,611,6
2,1956,2,1,,248,6
2,1933,2,1,,,6
1,1960,1,2,,611,6
2,1961,1,2,,611,6
1,1993,5,2,290,252,6
1,1958,1,1,,783,6
2,1961,1,1,,521,6
1,1946,1,1,,611,6
2,1948,1,1,,611,6
1,1979,1,2,329,753,6
2,1983,1,2,276,245,6
1,2011,0,2,,,6
2,2014,0,2,,,6
1,1950,1,1,,,6
2,1955,1,1,,,6
2,1931,2,1,,,6
1,1965,3,2,,274,6
2,1987,5,2,452,312,1
1,1990,5,2,,,6
2,1943,2,2,,,6
2,1942,2,1,27,999,6
2,1937,2,1,,611,6
2,1950,2,2,,,6
1,1969,3,2,269,930,6
1,1969,1,2,,432,6
2,1977,1,2,540,854,6
2,1997,5,2,,,6
2,1999,5,2,,,6
2,2000,5,2,,,6
2,2018,0,2,,,6
2,1935,2,2,,611,6
1,1948,1,1,,,6
2,1952,1,1,,521,6
1,1941,1,1,,611,6
2,1949,1,1,,,6
2,1936,2,2,,,6
1,1963,1,2,,873,6
2,1963,1,1,169,930,6
1,1990,5,2,245,730,2
1,1988,1,2,,,6
2,1988,1,1,,,6
1,2008,0,2,,,6
1,2010,0,2,,,6
1,2015,0,2,,,6
1,1958,1,2,,,6
2,1962,1,2,119,951,6
1,1994,5,2,,,6
1,1960,1,1,546,311,6
2,1963,1,1,125,521,6
1,1990,5,1,379,312,2
1,1970,1,2,,811,6
2,1971,1,2,200,314,6
2,2001,0,2,,,6
2,2004,0,2,,,6
1,1960,3,2,207,999,6
2,1993,5,2,,,6
2,1995,5,2,,,6
2,1941,2,2,,,2
1,1958,1,1,295,921,6
2,1968,1,1,160,521,6
1,1937,1,2,,611,6
2,1937,1,2,,,6
2,1953,2,2,,611,6
1,1958,3,1,,611,4
2,1955,3,1,,521,4
2,1958,3,2,,,4
1,1962,1,2,,875,6
2,1963,1,2,173,314,6
2,2000,5,2,,,6
1,1987,5,1,275,247,5
1,1973,1,1,30,248,6
2,1972,1,1,198,247,6
2,2003,0,1,,,6
1,2005,0,1,,,6
1,1956,1,2,,910,6
2,1973,1,2,102,930,6
1,1993,5,2,113,930,6
2,1994,5,2,,,6
1,1971,1,2,,611,6
2,1981,1,2,207,930,6
2,2002,0,2,,,6
2,2006,0,2,,,6
2,1936,2,2,,,6
1,1969,5,2,,,6
2,1947,2,1,,,6
1,1931,1,2,27,429,6
2,1940,1,2,,,6
1,1935,1,2,,611,6
2,1941,1,2,,,6
1,1954,1,1,,611,6
2,1958,1,1,,611,6
1,1986,5,2,343,753,6
2,1983,1,1,83,314,5
1,1981,1,1,476,312,5
2,2011,0,1,,,5
1,2013,0,1,,,5
1,1954,5,2,,,6
2,1944,1,2,,611,6
1,1944,1,2,,,6
1,1939,2,2,,,6
2,1943,2,2,,,6
2,1950,2,1,27,999,6
1,1956,1,1,497,141,6
2,1956,1,1,,,6
1,1930,1,1,,,6
2,1934,1,1,,,6
1,1952,1,2,170,942,6
2,1954,1,2,164,941,6
1,1990,5,2,279,231,6
1,1974,1,2,363,753,6
2,1977,1,2,141,313,6
1,2003,0,2,,,6
2,2005,0,2,,,6
1,2010,0,1,,,6
1,1935,1,1,,611,6
2,1938,1,1,,611,6
1,1967,1,2,358,941,6
2,1971,1,2,,,6
2,1998,5,2,,,6
2,2002,0,2,,,6
2,1939,2,1,,,6
1,1956,1,1,,521,6
2,1956,1,1,,,6
1,1992,5,1,,,6
1,1995,5,2,223,312,2
1,1963,1,2,78,922,6
2,1969,1,2,50,941,6
1,1998,5,2,,,6
2,1938,2,1,27,941,6
2,1946,1,1,,,6
1,1936,1,1,27,941,6
1,1972,1,2,625,1009,7
2,1973,1,2,108,421,7
2,1998,5,2,,,7
2,2004,0,2,,,7
1,2011,0,2,,,7
2,1996,5,2,230,253,7
1,1940,1,2,,611,6
2,1943,1,1,,611,6
1,1936,1,2,,611,6
2,1940,1,2,,611,6
1,1940,1,2,,611,6
2,1947,1,2,,611,6
2,1938,2,1,,,6
2,1973,5,1,,,6
1,1936,1,2,,611,6
2,1940,1,2,,611,6
2,1929,2,1,,,6
2,1935,2,1,27,999,6
2,1969,4,2,188,421,5
2,1996,5,2,80,421,5
1,1956,3,1,339,313,5
2,1990,1,1,,,5
1,1993,5,1,289,799,5
2,1988,1,2,198,245,2
1,1988,1,2,,873,2
1,1952,2,1,,611,5
2,1984,5,1,,,5
2,1982,5,1,300,254,1
1,1958,2,1,,,5
1,1993,5,2,,,5
2,1990,5,2,121,313,2
1,1964,1,1,,121,5
2,1969,1,1,676,252,5
2,1993,5,1,,,5
1,1995,5,1,,,5
1,1957,1,2,,,5
2,1961,1,2,,254,5
2,1989,5,2,300,254,5
1,1946,1,1,,,5
2,1957,1,1,,254,5
1,1985,1,1,407,252,5
2,1990,1,1,200,252,5
1,1958,1,2,,441,5
2,1959,1,2,,442,5
1,1994,5,2,,,5
1,1952,1,2,,,5
2,1954,1,2,,,5
1,1978,1,2,623,252,5
2,1980,1,2,461,252,5
2,2007,0,2,,,5
1,2009,0,2,,,5
2,1980,1,2,485,252,5
1,1980,1,2,487,311,5
2,2009,0,2,,,5
1,2011,0,2,,,5
1,1975,1,1,166,259,5
2,1974,1,2,496,252,5
1,2007,0,2,,,5
2,2010,0,2,,,5
1,1981,1,2,,151,3
2,1981,1,2,,,3
2,2012,0,2,,,3
1,1972,1,1,679,320,5
2,1976,1,1,536,320,5
2,2007,0,1,,,5
2,1943,1,1,,,5
1,2009,0,1,,,5
1,1954,1,1,,,5
2,1959,1,1,140,313,5
1,1932,1,2,,,5
2,1931,1,2,,,5
1,1980,1,2,1287,221,2
2,1982,1,2,776,222,2
1,2014,0,2,,,2
2,1985,1,2,148,311,2
1,1982,1,2,536,313,2
1,2013,0,2,,,2
2,2015,0,2,,,2
1,1950,1,2,,611,5
2,1952,1,2,128,611,5
2,1928,2,2,,,5
2,1932,2,2,,,5
2,1934,2,2,,,5
1,1973,3,2,336,510,5
1,1998,5,2,,,5
2,2001,0,2,,,5
1,2003,0,2,,,5
2,1978,3,2,,,5
1,1962,1,2,,823,5
2,1971,1,2,,999,5
1,1992,1,2,277,521,5
1,1974,1,2,327,743,5
2,1978,1,2,170,421,5
1,2004,0,2,,,5
1,2007,0,2,,,5
1,1937,1,2,,,5
2,1937,1,1,,,5
1,1937,1,2,,,5
2,1941,1,1,,,5
1,1960,3,1,,611,5
2,1937,2,1,,,5
2,1992,5,1,133,313,1
2,1995,5,2,230,930,5
1,1951,1,2,,,5
2,1957,1,2,,611,5
1,1982,1,2,,611,5
1,1956,1,2,190,942,5
2,1959,1,2,,611,5
1,1981,1,2,,,5
2,1982,1,2,172,231,5
1,2017,0,2,,,5
1,1960,1,1,,611,5
2,1964,1,1,,611,5
1,1993,5,1,315,252,5
1,1958,1,1,,613,5
2,1961,1,1,35,421,5
1,1937,5,2,,,5
2,1983,1,2,304,313,5
1,1979,1,2,263,521,5
1,2012,0,2,,,5
1,1961,1,2,,611,5
2,1969,1,1,,611,5
1,1998,5,2,,,5
2,2001,0,2,,,5
1,1965,1,1,384,841,2
2,1956,1,1,,152,2
1,1971,1,2,,875,5
2,1974,1,2,140,442,5
2,2001,0,2,,,5
1,1943,1,2,,611,5
2,1949,1,2,,521,5
1,1975,3,2,310,875,5
2,1941,2,2,,,5
2,1945,2,2,,,5
1,1979,5,2,,,5
2,1928,2,2,,,5
2,1942,2,2,,,5
2,1933,2,2,,,5
1,1937,1,2,,,5
2,1941,1,2,,,5
1,1968,1,2,,521,5
2,1972,1,2,309,930,5
2,1996,5,2,,,5
2,1998,5,2,,,5
2,2002,0,2,,,5
1,1964,1,2,308,819,5
2,1973,1,2,301,930,5
2,1994,5,2,218,313,5
2,1934,2,2,,,5
2,1993,5,2,205,246,5
1,1941,1,2,,,5
2,1940,1,2,,,5
1,1934,1,2,,,5
2,1939,1,2,,,5
2,1964,2,2,229,930,5
2,1998,5,2,,,5
1,1947,2,2,,,5
1,1979,1,2,200,922,2
2,1981,1,2,217,510,2
1,2002,0,2,,,2
2,2008,0,2,,,2
2,1934,2,2,,,5
1,1933,1,2,,,5
2,1935,1,2,,,5
2,1937,2,1,,,5
2,1942,2,1,,,5
1,1966,3,1,,620,5
2,1939,2,2,,,5
2,1935,2,2,,,5
1,1930,2,2,,,5
2,1940,6,2,,,5
2,1954,3,1,128,941,5
1,1996,5,2,,,5
1,1935,1,2,,611,5
2,1936,1,2,,,5
1,1978,1,2,475,930,5
2,1982,1,2,,,5
1,1947,1,1,,441,5
2,1954,1,1,,441,5
2,1982,5,1,,442,5
1,1979,5,1,,442,5
2,1971,3,1,,,5
2,1951,2,1,,422,5
1,1971,3,1,355,139,5
2,1978,5,2,,,5
1,1947,3,1,,,5
1,1973,3,2,279,875,5
1,1958,1,2,,,5
2,1966,1,2,150,442,5
2,1996,5,2,,,5
1,1940,1,2,,,5
2,1942,1,2,,,5
2,1971,5,2,,,5
2,1974,2,2,,,5
2,2002,0,2,,,5
2,1960,1,2,,,4
1,1987,5,2,,743,4
1,1962,1,1,270,862,5
2,1966,1,1,210,532,5
1,1990,5,2,,283,1
1,1952,1,1,148,942,5
2,1960,1,1,30,951,5
2,1982,1,2,215,247,5
1,1978,1,2,447,853,5
2,2007,0,2,,,5
1,2010,0,2,,,5
1,1983,1,2,454,821,5
2,1985,1,2,296,312,5
1,2013,0,2,,,5
1,1974,1,1,836,312,5
2,1980,1,1,,,5
2,2007,0,1,,,5
2,2008,0,1,,,5
2,1941,2,1,27,941,5
1,1954,1,2,200,942,5
2,1962,1,1,208,930,5
2,1968,3,2,,,5
2,1995,5,2,181,313,5
1,1949,1,2,,,5
2,1952,1,2,,,5
2,1978,1,1,519,313,5
1,1977,1,1,383,320,5
2,2014,0,2,,,5
2,1982,5,2,,,5
1,1946,1,2,,,5
2,1953,1,1,,,5
1,1979,1,2,459,252,6
2,1984,1,2,446,252,6
2,2015,0,2,,,6
1,1961,1,2,291,873,5
2,1968,1,2,179,941,5
2,1990,5,2,433,222,5
2,1992,5,2,,,5
1,1966,1,2,675,121,5
2,1971,1,2,170,259,5
2,2000,5,2,,,5
2,2008,0,2,,,5
1,1970,1,2,350,312,5
2,1975,1,2,208,282,5
1,2003,0,2,,,5
2,2004,0,2,,,5
2,1943,2,2,,,5
1,1942,1,2,,611,5
2,1947,1,2,,,5
1,1952,2,2,,,5
1,1941,1,1,180,873,5
2,1942,1,1,,,5
1,1974,5,1,42,259,5
1,1940,1,1,27,999,5
2,1947,1,1,,,5
1,1934,2,1,,,5
1,1945,1,2,,,5
2,1946,1,1,,,5
1,1938,2,2,,,5
1,1969,3,1,325,930,2
2,2006,0,1,,,2
2,2008,0,1,,,2
1,1949,1,2,,611,5
2,1957,1,2,,611,5
1,1979,1,2,708,821,5
2,1979,1,2,,,5
2,2011,0,2,,,5
2,2016,0,2,,,5
1,1944,1,2,,611,5
2,1952,1,2,,611,5
1,1934,1,2,,611,5
2,1935,1,2,,,5
2,1939,2,2,,,5
2,1933,2,1,,611,5
1,1954,1,1,,611,5
2,1957,1,1,,611,5
1,1952,1,2,,611,5
2,1955,1,2,,611,5
2,1988,5,2,353,930,5
1,1947,1,2,,611,5
2,1953,1,2,,611,5
1,1991,5,2,350,231,5
1,1937,1,1,,611,5
2,1939,1,1,,611,5
1,1926,6,2,,,5
2,1938,2,1,,,5
1,1936,1,2,,611,5
2,1936,1,2,,611,5
1,1934,2,2,,611,5
1,1949,1,2,,611,5
2,1955,1,2,,611,5
1,1939,1,2,,611,5
2,1944,1,2,,611,5
1,1965,1,1,923,235,5
2,1971,1,1,244,313,5
2,1994,5,1,,,5
2,1997,5,1,,,5
1,1999,5,1,,,5
1,1956,5,1,,613,5
1,1940,1,2,,611,5
2,1945,1,2,,991,5
2,1934,2,1,27,941,5
2,1943,2,2,27,941,5
1,1956,1,1,,611,5
2,1961,1,2,,422,5
1,1986,5,2,208,243,5
1,1956,1,2,,851,5
2,1949,1,2,,,5
2,1965,5,1,,521,5
2,1974,1,2,272,314,5
1,1981,1,2,,,5
1,2007,0,2,,,5
1,2009,0,2,,,5
1,1966,1,2,508,311,5
2,1966,1,1,167,247,5
2,1996,5,1,,,5
2,1999,5,1,,,5
