발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2022,2022-07-31 19:00,야,일,1,0,0,0,0,경기,양평군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1003799,1942967,127.54297188,37.48593696
2022,2022-08-01 00:00,야,월,1,0,0,0,0,경기,수원시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,956429,1917491,127.00866062,37.25528812
2022,2022-08-01 00:00,야,월,1,0,0,0,0,충남,당진시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,918357,1872337,126.58427374,36.84574662
2022,2022-08-01 15:00,주,월,1,0,0,0,0,부산,금정구,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,이륜차,1145201,1692936,129.09545294,35.2213005
2022,2022-08-01 16:00,주,월,1,0,0,0,0,경북,성주군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1066603,1764783,128.23783832,35.87736596
2022,2022-08-01 19:00,야,월,1,0,0,0,0,세종,세종시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,개인형이동장치(PM),보행자,982685,1831703,127.30669854,36.48280414
2022,2022-08-01 20:00,야,월,1,0,0,0,0,전남,함평군,차대사람,기타,기타,기타,단일로,기타단일로,화물차,보행자,911794,1675239,126.53258669,35.06837964
2022,2022-08-01 21:00,야,월,1,0,0,0,0,전북,장수군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,1006307,1744132,127.56970973,35.69341695
2022,2022-08-02 03:00,야,화,1,0,0,0,0,전북,군산시,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승용차,보행자,931272,1775339,126.73770961,35.97238413
2022,2022-08-02 05:00,야,화,1,0,0,0,0,부산,남구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,1143317,1683467,129.07311308,35.1362202
2022,2022-08-02 07:00,주,화,1,4,0,4,0,인천,서구,차대차,정면충돌,정면충돌,중앙선 침범,기타,기타,화물차,승합차,926100,1953517,126.66306882,37.57807146
2022,2022-08-02 08:00,주,화,1,1,0,1,0,경북,상주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,1037866,1827632,127.92252573,36.44551189
2022,2022-08-02 13:00,주,화,1,0,0,0,0,충북,제천시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,농기계,없음,1055662,1908279,128.12699245,37.1716109
2022,2022-08-02 16:00,주,화,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,959168,1892719,127.04089826,37.03211944
2022,2022-08-02 17:00,주,화,1,1,0,1,0,강원,원주시,차대차,추돌,추돌,안전거리 미확보,단일로,기타단일로,승용차,승용차,1039479,1931169,127.94592399,37.37875963
2022,2022-08-02 17:00,주,화,1,1,0,1,0,경남,밀양시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,1111631,1721862,128.73062632,35.48636284
2022,2022-08-02 18:00,야,화,1,1,0,1,0,전북,정읍시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,942906,1729361,126.8700165,35.55860846
2022,2022-08-02 20:00,야,화,1,0,0,0,0,강원,동해시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1143689,1943003,129.12502695,37.47509287
2022,2022-08-02 21:00,야,화,1,0,0,0,0,전남,보성군,차대사람,길가장자리구역통행중,길가장자리구역통행중,기타,기타,기타,화물차,보행자,978389,1647986,127.26367011,34.82625397
2022,2022-08-03 00:00,야,수,1,1,0,1,0,경기,포천시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로부근,승용차,자전거,975449,1991192,127.22066972,37.92028234
2022,2022-08-03 04:00,야,수,1,1,0,1,0,경기,화성시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,952400,1911072,126.96363825,37.197232
2022,2022-08-03 06:00,주,수,1,0,0,0,0,경기,하남시,차량단독,전복,전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,973870,1948050,127.20425506,37.53139087
2022,2022-08-03 08:00,주,수,1,0,0,0,0,경북,청도군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1104182,1737029,128.65047561,35.62389966
2022,2022-08-03 08:00,주,수,1,1,0,1,0,인천,미추홀구,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,승용차,승용차,926858,1939517,126.67304602,37.45195419
2022,2022-08-03 11:00,주,수,1,0,0,0,0,부산,금정구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,보행자,1144903,1693681,129.09231088,35.22805875
2022,2022-08-03 15:00,주,수,1,0,0,0,0,충북,충주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1039158,1884897,127.93987403,36.96168195
2022,2022-08-03 16:00,주,수,1,0,0,0,0,경북,청송군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,화물차,없음,1131344,1812445,128.9628313,36.300393
2022,2022-08-03 17:00,주,수,1,0,0,0,0,제주,서귀포시,차대차,기타,기타,기타,교차로,교차로내,이륜차,화물차,900394,1473637,126.43074112,33.24945761
2022,2022-08-03 20:00,야,수,1,1,0,1,0,경기,부천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,936172,1943097,126.77803298,37.48491064
2022,2022-08-04 01:00,야,목,1,0,0,0,0,광주,광산구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,939242,1687184,126.83272695,35.17811097
2022,2022-08-04 04:00,야,목,1,0,0,0,0,울산,울주군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1151765,1726470,129.1737812,35.522572
2022,2022-08-04 08:00,주,목,1,1,0,1,0,경남,하동군,차대사람,기타,기타,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,1023098,1675137,127.75334309,35.07105354
2022,2022-08-04 12:00,주,목,1,0,0,0,0,서울,강남구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,957837,1945915,127.02291735,37.51155359
2022,2022-08-04 12:00,주,목,1,1,0,1,0,전북,익산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,950986,1770503,126.95665367,35.92997447
2022,2022-08-04 14:00,주,목,1,0,0,0,0,충남,부여군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,932746,1803952,126.75161467,36.23043371
2022,2022-08-04 15:00,주,목,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,949990,1770841,126.94559166,35.93297127
2022,2022-08-05 01:00,야,금,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1107562,1693097,128.68199278,35.22749608
2022,2022-08-05 03:00,야,금,1,0,0,0,0,서울,송파구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,964595,1944912,127.09943188,37.50279722
2022,2022-08-05 07:00,주,금,1,0,0,0,0,경기,양평군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,986478,1956321,127.34680181,37.6062129
2022,2022-08-05 09:00,주,금,1,0,0,0,0,전북,김제시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승용차,943059,1756078,126.86981352,35.79949457
2022,2022-08-05 15:00,주,금,1,0,0,0,0,경북,봉화군,차량단독,기타,기타,기타,교차로,교차로내,건설기계,없음,1116106,1878413,128.80312368,36.89689986
2022,2022-08-05 17:00,주,금,1,0,0,0,0,경남,함양군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1015554,1741078,127.67185521,35.66577834
2022,2022-08-05 19:00,야,금,1,0,0,0,0,경남,진주시,차대차,후진중충돌,후진중충돌,안전운전 의무 불이행,단일로,기타단일로,농기계,승합차,1050546,1695494,128.05563558,35.25360562
2022,2022-08-05 21:00,야,금,1,0,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,926190,1852443,126.67404653,36.6670692
2022,2022-08-05 21:00,야,금,1,0,0,0,0,전남,진도군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,농기계,889731,1619785,126.29793502,34.56625117
2022,2022-08-05 22:00,야,금,1,0,0,0,0,대전,대덕구,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,자전거,없음,991456,1817684,127.40477061,36.35653712
2022,2022-08-06 05:00,야,토,1,0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,승용차,보행자,962100,1925579,127.07219673,37.32843929
2022,2022-08-06 07:00,주,토,1,0,0,0,0,전북,익산시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로횡단보도내,농기계,승용차,947979,1786686,126.92225761,36.07571651
2022,2022-08-06 08:00,주,토,1,0,0,0,0,서울,용산구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,952483,1947360,126.96224463,37.52431751
2022,2022-08-06 09:00,주,토,1,0,0,0,0,부산,강서구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,이륜차,1127932,1678022,128.90344605,35.08921028
2022,2022-08-06 09:00,주,토,1,0,0,0,0,대전,유성구,차대차,기타,기타,안전거리 미확보,교차로,교차로내,승용차,이륜차,986861,1822068,127.35348185,36.39600861
2022,2022-08-06 16:00,주,토,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,사륜오토바이(ATV),보행자,1039151,1928667,127.94208692,37.35622151
2022,2022-08-06 18:00,야,토,1,0,0,0,0,경기,여주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,1010566,1920834,127.61919955,37.28638142
2022,2022-08-06 22:00,야,토,1,0,0,0,0,충남,예산군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,938300,1854337,126.80939826,36.6850049
2022,2022-08-06 23:00,야,토,1,0,0,0,0,전남,영광군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,903934,1708462,126.44251522,35.36718618
2022,2022-08-07 07:00,주,일,1,0,0,0,0,강원,양구군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1054274,2030776,128.12050137,38.27573371
2022,2022-08-07 08:00,주,일,1,0,0,0,0,전남,순천시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,999287,1661292,127.49219152,34.94647158
2022,2022-08-07 08:00,주,일,1,0,0,0,0,경북,영양군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승합차,원동기장치자전거,1143808,1851906,129.10893714,36.654224
2022,2022-08-07 14:00,주,일,1,0,0,0,0,서울,동대문구,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,이륜차,960865,1953153,127.05679274,37.57692548
2022,2022-08-07 17:00,주,일,1,1,1,0,0,경북,영주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,1089704,1875963,128.50655674,36.87769787
2022,2022-08-07 22:00,야,일,1,0,0,0,0,경기,고양시,차대사람,기타,기타,기타,단일로,기타단일로,승합차,보행자,931951,1966194,126.72814574,37.69277589
2022,2022-08-08 05:00,야,월,1,0,0,0,0,충남,홍성군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,922462,1843435,126.63324317,36.58557482
2022,2022-08-08 07:00,주,월,1,0,0,0,0,경북,안동시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1092180,1843907,128.53046661,36.58852679
2022,2022-08-08 08:00,주,월,1,0,0,0,0,경북,경산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1116492,1767510,128.79081639,35.89728127
2022,2022-08-08 08:00,주,월,1,1,1,0,0,경남,합천군,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,승용차,화물차,1058883,1730580,128.14981119,35.56949423
2022,2022-08-08 10:00,주,월,1,1,0,1,0,경북,경주시,차대차,정면충돌,정면충돌,중앙선 침범,교차로,교차로부근,승용차,화물차,1176990,1744764,129.45585648,35.68324417
2022,2022-08-08 13:00,주,월,1,0,0,0,0,충북,제천시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,1070258,1909441,128.29150235,37.18110041
2022,2022-08-08 14:00,주,월,1,0,0,0,0,세종,세종시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,973731,1855341,127.2059314,36.69569538
2022,2022-08-08 17:00,주,월,1,0,0,0,0,전남,완도군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,939807,1601570,126.84506427,34.4061504
2022,2022-08-08 19:00,야,월,2,0,0,0,0,전남,광양시,차량단독,도로이탈,도로이탈 기타,기타,교차로,교차로내,승용차,없음,1015739,1662421,127.67238786,34.95653027
2022,2022-08-08 23:00,야,월,1,0,0,0,0,제주,제주시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,907667,1501393,126.50596167,33.50042114
2022,2022-08-08 23:00,야,월,1,0,0,0,0,경기,남양주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966686,1961461,127.12233612,37.65203704
2022,2022-08-09 01:00,야,화,1,0,0,0,0,충북,청주시,차대사람,횡단중,횡단중,기타,교차로,교차로부근,승용차,보행자,999546,1847221,127.49492247,36.62285705
2022,2022-08-09 05:00,야,화,1,1,0,1,0,경기,고양시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,947166,1965339,126.90077588,37.68607317
2022,2022-08-09 07:00,주,화,1,0,0,0,0,경북,안동시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1111235,1841374,128.74307208,36.56366533
2022,2022-08-09 10:00,주,화,1,0,0,0,0,충북,청주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,997602,1861163,127.47313713,36.74853997
2022,2022-08-09 14:00,주,화,1,0,0,0,0,경남,함양군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1014582,1709107,127.66054061,35.3775226
2022,2022-08-09 15:00,주,화,1,0,0,0,0,전북,순창군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,967451,1709035,127.14165698,35.37644868
2022,2022-08-09 17:00,주,화,1,0,0,0,0,전북,고창군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,교량위,농기계,없음,910803,1721548,126.51668519,35.48580068
2022,2022-08-09 17:00,주,화,1,0,0,0,0,전남,구례군,차대차,후진중충돌,후진중충돌,기타,기타,기타,화물차,이륜차,996285,1693442,127.45917065,35.23637131
2022,2022-08-09 22:00,야,화,1,0,0,0,0,경북,청송군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,보행자,1142286,1822242,129.08644656,36.38713029
2022,2022-08-10 06:00,주,수,1,2,2,0,0,충북,괴산군,차량단독,도로이탈,도로이탈 기타,기타,단일로,교량위,승용차,없음,1020763,1866941,127.73274775,36.80040262
2022,2022-08-10 08:00,주,수,1,0,0,0,0,충남,부여군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,자전거,946387,1808923,126.90305906,36.27610075
2022,2022-08-10 13:00,주,수,1,0,0,0,0,경남,김해시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,1118599,1687727,128.80247787,35.17784168
2022,2022-08-10 14:00,주,수,1,0,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,950949,1834433,126.95224032,36.50631466
2022,2022-08-10 16:00,주,수,1,0,0,0,0,경기,화성시,차량단독,기타,기타,안전운전 의무 불이행,기타,기타,농기계,없음,956371,1911125,127.00837923,37.19790386
2022,2022-08-10 17:00,주,수,1,0,0,0,0,충북,음성군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,화물차,자전거,1009216,1895544,127.60365777,37.05842787
2022,2022-08-10 18:00,야,수,1,0,0,0,0,전남,강진군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,농기계,승용차,929117,1616433,126.72752524,34.53949811
2022,2022-08-10 23:00,야,수,1,0,0,0,0,서울,영등포구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,947575,1946536,126.90676163,37.51662472
2022,2022-08-11 00:00,야,목,1,0,0,0,0,경기,성남시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967187,1937060,127.12910671,37.43211881
2022,2022-08-11 01:00,야,목,1,0,0,0,0,전북,고창군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,923809,1726607,126.65957427,35.53249427
2022,2022-08-11 04:00,야,목,1,1,1,0,0,충남,보령시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,특수차,화물차,915804,1804573,126.56304207,36.23470404
2022,2022-08-11 11:00,주,목,1,2,1,1,0,전북,완주군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,965180,1777146,127.11370631,35.99047544
2022,2022-08-11 11:00,주,목,1,0,0,0,0,경북,상주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,1047503,1822520,128.02974281,36.39899858
2022,2022-08-11 13:00,주,목,1,0,0,0,0,경기,평택시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,화물차,개인형이동장치(PM),961456,1893281,127.06659431,37.03728212
2022,2022-08-11 23:00,야,목,1,2,2,0,0,서울,강서구,차대차,정면충돌,정면충돌,신호위반,기타,기타,승용차,승용차,939180,1954189,126.81113557,37.5850854
2022,2022-08-12 04:00,야,금,1,2,1,1,0,경기,포천시,차량단독,기타,기타,기타,단일로,기타단일로,승용차,없음,982606,2007960,127.30169183,38.07157495
2022,2022-08-12 10:00,주,금,1,0,0,0,0,부산,기장군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1157084,1699673,129.22725909,35.28022993
2022,2022-08-12 16:00,주,금,1,0,0,0,0,경북,봉화군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,1108957,1887313,128.72418606,36.97796363
2022,2022-08-12 19:00,야,금,1,0,0,0,0,경기,용인시,차대차,추돌,추돌,안전운전 의무 불이행,기타,기타,승용차,자전거,988868,1902538,127.37468814,37.12145289
2022,2022-08-12 21:00,야,금,1,1,1,0,0,부산,동래구,차량단독,공작물충돌,공작물충돌,기타,단일로,기타단일로,원동기장치자전거,없음,1144666,1692130,129.08943476,35.21411283
2022,2022-08-12 21:00,야,금,1,0,0,0,0,경기,이천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1011269,1902896,127.62685944,37.12467835
2022,2022-08-12 22:00,야,금,1,0,0,0,0,경기,안양시,차대차,측면충돌,측면충돌,신호위반,단일로,기타단일로,이륜차,화물차,951606,1930132,126.95345075,37.36899015
2022,2022-08-12 22:00,야,금,1,0,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,966587,1879245,127.12490975,36.91095447
2022,2022-08-13 06:00,주,토,1,0,0,0,0,경북,경주시,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1141838,1752504,129.06891747,35.75868856
2022,2022-08-13 06:00,주,토,1,0,0,0,0,경북,안동시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,1096689,1842643,128.58070529,36.57668739
2022,2022-08-13 09:00,주,토,1,0,0,0,0,경북,예천군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1093863,1862509,128.55155705,36.7560301
2022,2022-08-13 13:00,주,토,1,1,0,1,0,경기,수원시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,957255,1921219,127.01776063,37.28892946
2022,2022-08-13 15:00,주,토,1,1,1,0,0,전남,나주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,927905,1670988,126.70963937,35.0313311
2022,2022-08-13 19:00,야,토,1,0,0,0,0,충남,당진시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,938156,1880438,126.80566575,36.92027174
2022,2022-08-13 21:00,야,토,1,0,0,0,0,전남,여수시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,1019013,1641342,127.70776895,34.76639234
2022,2022-08-13 22:00,야,토,1,0,0,0,0,경기,평택시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,963584,1890008,127.09068021,37.00786375
2022,2022-08-14 00:00,야,일,1,0,0,0,0,경기,고양시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,941415,1958872,126.83607317,37.62743781
2022,2022-08-14 01:00,야,일,1,0,0,0,0,서울,광진구,차대사람,차도통행중,차도통행중,기타,단일로,기타단일로,승용차,보행자,964269,1948333,127.09557726,37.53361954
2022,2022-08-14 01:00,야,일,1,5,0,5,0,인천,중구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,910990,1943909,126.49313236,37.49014489
2022,2022-08-14 03:00,야,일,1,2,2,0,0,경기,성남시,차대사람,횡단중,횡단중,기타,교차로,교차로내,승용차,보행자,968229,1937656,127.1408588,37.43752727
2022,2022-08-14 04:00,야,일,1,0,0,0,0,경남,김해시,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,이륜차,승합차,1125578,1694564,128.88014613,35.23862555
2022,2022-08-14 08:00,주,일,1,0,0,0,0,전북,완주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,보행자,961476,1768246,127.073047,35.91009576
2022,2022-08-14 19:00,야,일,1,0,0,0,0,강원,원주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,1040935,1935524,127.96261057,37.41795039
2022,2022-08-14 21:00,야,일,1,0,0,0,0,대구,북구,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,이륜차,1091106,1767029,128.50951058,35.89563916
2022,2022-08-14 22:00,야,일,1,0,0,0,0,경기,용인시,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,968395,1919669,127.14350287,37.27540334
2022,2022-08-14 23:00,야,일,1,0,0,0,0,서울,마포구,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,개인형이동장치(PM),없음,948045,1950115,126.91182659,37.54890934
2022,2022-08-15 02:00,야,월,1,0,0,0,0,전남,담양군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,950545,1691942,126.95657061,35.22163284
2022,2022-08-15 06:00,주,월,1,1,1,0,0,경북,김천시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1063137,1792966,128.20169178,36.13167277
2022,2022-08-15 08:00,주,월,1,0,0,0,0,경북,의성군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,1114257,1823607,128.77421072,36.40317496
2022,2022-08-15 09:00,주,월,1,0,0,0,0,전남,신안군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,865610,1624739,126.03427204,34.60803996
2022,2022-08-15 10:00,주,월,1,0,0,0,0,경남,고성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1072950,1664577,128.29917069,34.97346454
2022,2022-08-15 18:00,야,월,1,0,0,0,0,경북,봉화군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,없음,1122245,1875056,128.87146645,36.86587094
2022,2022-08-15 20:00,야,월,1,0,0,0,0,전남,보성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),없음,972604,1641913,127.20060623,34.77135065
2022,2022-08-16 03:00,야,화,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1097791,1690223,128.574296,35.20258622
2022,2022-08-16 04:00,야,화,1,0,0,0,0,제주,제주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,917737,1504366,126.61408801,33.52805559
2022,2022-08-16 05:00,야,화,1,0,0,0,0,강원,원주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1040971,1924970,127.96243311,37.32281958
2022,2022-08-16 09:00,주,화,1,0,0,0,0,서울,종로구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,957233,1952528,127.0156978,37.57113062
2022,2022-08-16 11:00,주,화,1,1,1,0,0,대구,수성구,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,이륜차,1100850,1761687,128.61678654,35.84652812
2022,2022-08-16 13:00,주,화,1,1,0,1,0,서울,동작구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,951684,1944958,126.95336056,37.5026262
2022,2022-08-16 14:00,주,화,1,0,0,0,0,부산,연제구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,1143321,1688731,129.07407101,35.18366824
2022,2022-08-16 22:00,야,화,1,0,0,0,0,인천,남동구,차대사람,횡단중,횡단중,기타,단일로,기타단일로,승용차,보행자,930349,1939219,126.71254043,37.44953793
2022,2022-08-16 23:00,야,화,1,1,0,1,0,경북,영천시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,1127604,1781133,128.91610378,36.01868242
2022,2022-08-17 01:00,야,수,1,0,0,0,0,강원,삼척시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1146774,1939013,129.15910841,37.43865828
2022,2022-08-17 02:00,야,수,1,0,0,0,0,제주,서귀포시,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,877886,1476804,126.18874355,33.27570466
2022,2022-08-17 10:00,주,수,1,0,0,0,0,강원,영월군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1086903,1910161,128.47908036,37.18618875
